insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (1, 'Morissa', 'Cleve', 'mcleve0@sourceforge.net', 1, 9);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (50, 'Rosalie', 'Proud', 'rproud1d@google.pl', 2, 6);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (51, 'Sofie', 'Ivell', 'sivell1e@europa.eu', 4, 8);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (52, 'Claudianus', 'Rous', 'crous1f@livejournal.com', 2, 13);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (53, 'Yetta', 'De Stoop', 'ydestoop1g@51.la', 2, 3);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (54, 'Berky', 'Wagen', 'bwagen1h@usa.gov', 1, 4);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (55, 'Jocelyne', 'De Biasio', 'jdebiasio1i@usda.gov', 5, 10);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (56, 'Marigold', 'MacKee', 'mmackee1j@twitter.com', 6, 8);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (57, 'Nikoletta', 'Smuth', 'nsmuth1k@cloudflare.com', 5, 1);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (58, 'Elvera', 'Ainge', 'eainge1l@oracle.com', 1, 1);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (59, 'Loren', 'Arderne', 'larderne1m@go.com', 4, 3);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (60, 'Seward', 'Luddy', 'sluddy1n@sfgate.com', 1, 14);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (61, 'Reta', 'Pennicott', 'rpennicott1o@huffingtonpost.com', 6, 6);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (62, 'Ermanno', 'Pahler', 'epahler1p@theglobeandmail.com', 6, 3);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (63, 'Lionello', 'Treweke', 'ltreweke1q@umn.edu', 3, 4);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (64, 'Selle', 'Fennell', 'sfennell1r@imdb.com', 2, 12);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (65, 'Casey', 'Barbey', 'cbarbey1s@aboutads.info', 5, 1);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (66, 'Ariana', 'Batistelli', 'abatistelli1t@ca.gov', 6, 11);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (67, 'Jennine', 'Rasell', 'jrasell1u@nih.gov', 4, 4);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (68, 'Lucy', 'Westpfel', 'lwestpfel1v@eventbrite.com', 6, 7);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (69, 'Thekla', 'Inglesant', 'tinglesant1w@engadget.com', 7, 13);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (70, 'Gladys', 'Areles', 'gareles1x@ameblo.jp', 5, 2);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (71, 'Vin', 'Donkersley', 'vdonkersley1y@shutterfly.com', 7, 10);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (72, 'Erica', 'Blackburne', 'eblackburne1z@amazonaws.com', 6, 6);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (73, 'Wolf', 'Dybell', 'wdybell20@tuttocitta.it', 6, 2);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (74, 'Kira', 'Kettel', 'kkettel21@dot.gov', 6, 3);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (75, 'Padriac', 'Serman', 'pserman22@instagram.com', 3, 2);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (76, 'Analiese', 'Postians', 'apostians23@oakley.com', 3, 8);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (77, 'Pepito', 'O''Duilleain', 'poduilleain24@uiuc.edu', 7, 6);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (78, 'Elmore', 'Lytell', 'elytell25@cmu.edu', 3, 7);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (79, 'Jilleen', 'Pulteneye', 'jpulteneye26@cargocollective.com', 5, 4);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (80, 'Malcolm', 'Ingraham', 'mingraham27@cam.ac.uk', 3, 8);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (81, 'Pancho', 'Beton', 'pbeton28@msu.edu', 4, 8);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (82, 'Ly', 'Cocci', 'lcocci29@nydailynews.com', 4, 3);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (83, 'Lynn', 'O''Keenan', 'lokeenan2a@senate.gov', 1, 5);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (84, 'Kass', 'Fines', 'kfines2b@sogou.com', 4, 11);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (85, 'Candi', 'Beranek', 'cberanek2c@amazon.de', 4, 2);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (86, 'Dennis', 'Makepeace', 'dmakepeace2d@hud.gov', 6, 4);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (87, 'Jard', 'Tolchard', 'jtolchard2e@miitbeian.gov.cn', 5, 4);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (88, 'Neel', 'Dando', 'ndando2f@ucoz.ru', 4, 13);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (89, 'Lilla', 'Huccaby', 'lhuccaby2g@cdbaby.com', 3, 14);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (90, 'Luca', 'Santino', 'lsantino2h@wordpress.com', 7, 7);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (91, 'Aloin', 'Goldhill', 'agoldhill2i@springer.com', 3, 12);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (92, 'Kayley', 'McNysche', 'kmcnysche2j@spotify.com', 2, 6);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (93, 'Hermina', 'Stitle', 'hstitle2k@technorati.com', 7, 5);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (94, 'Oneida', 'Sleight', 'osleight2l@blog.com', 7, 4);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (95, 'Aurelea', 'Ivanovic', 'aivanovic2m@google.de', 2, 13);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (96, 'Ellyn', 'Oleszkiewicz', 'eoleszkiewicz2n@earthlink.net', 6, 13);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (97, 'Dukey', 'Kitchingman', 'dkitchingman2o@icq.com', 3, 10);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (98, 'Katee', 'Reichert', 'kreichert2p@wp.com', 7, 14);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (99, 'Elihu', 'Murrill', 'emurrill2q@theatlantic.com', 5, 13);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (100, 'Alyce', 'Axelby', 'aaxelby2r@psu.edu', 2, 7);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (101, 'Pebrook', 'Falls', 'pfalls2s@arstechnica.com', 3, 14);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (102, 'Ingrid', 'Conyer', 'iconyer2t@imdb.com', 7, 5);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (103, 'Eolande', 'Mitchely', 'emitchely2u@disqus.com', 2, 7);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (104, 'Gradey', 'Mariner', 'gmariner2v@accuweather.com', 1, 3);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (105, 'Ibbie', 'Sherbourne', 'isherbourne2w@dot.gov', 2, 2);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (106, 'Joell', 'Mackerel', 'jmackerel2x@who.int', 4, 2);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (107, 'Bob', 'Ferrieri', 'bferrieri2y@newsvine.com', 2, 1);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (108, 'Read', 'Syce', 'rsyce2z@howstuffworks.com', 3, 10);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (109, 'Emalee', 'Jemison', 'ejemison30@networkadvertising.org', 1, 12);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (110, 'Sammy', 'Marion', 'smarion31@columbia.edu', 7, 7);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (111, 'Cherianne', 'Ingold', 'cingold32@spotify.com', 4, 2);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (112, 'Trefor', 'De Vere', 'tdevere33@creativecommons.org', 7, 3);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (113, 'Marja', 'Camsey', 'mcamsey34@devhub.com', 6, 1);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (114, 'Tatum', 'Weston', 'tweston35@scientificamerican.com', 2, 13);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (115, 'Phelia', 'Shergill', 'pshergill36@hatena.ne.jp', 4, 8);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (116, 'Donny', 'Doggerell', 'ddoggerell37@virginia.edu', 2, 2);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (117, 'Aleece', 'Corrison', 'acorrison38@sohu.com', 1, 9);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (118, 'Sean', 'Chaddock', 'schaddock39@arizona.edu', 1, 14);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (119, 'Consalve', 'Fidoe', 'cfidoe3a@google.com.au', 7, 6);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (120, 'Rosalinda', 'Howick', 'rhowick3b@usda.gov', 4, 11);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (121, 'Ottilie', 'Duligall', 'oduligall3c@amazon.co.jp', 4, 9);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (122, 'Mayne', 'Wayvill', 'mwayvill3d@sbwire.com', 7, 6);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (123, 'Reeva', 'Devenport', 'rdevenport3e@samsung.com', 5, 2);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (124, 'Thornie', 'Burge', 'tburge3f@virginia.edu', 6, 2);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (125, 'Savina', 'Jarrold', 'sjarrold3g@addthis.com', 2, 11);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (126, 'Orv', 'Tremollet', 'otremollet3h@moonfruit.com', 3, 9);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (127, 'Linda', 'O'' Mullan', 'lomullan3i@mapy.cz', 3, 13);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (128, 'Oralia', 'Lidster', 'olidster3j@rakuten.co.jp', 5, 7);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (129, 'Merwyn', 'Fibbitts', 'mfibbitts3k@google.nl', 6, 14);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (130, 'Emmalynne', 'Cromett', 'ecromett3l@360.cn', 4, 11);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (131, 'Janessa', 'Tuley', 'jtuley3m@rakuten.co.jp', 7, 9);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (132, 'Karlene', 'Roxby', 'kroxby3n@feedburner.com', 2, 6);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (133, 'Nealson', 'Grenter', 'ngrenter3o@skyrock.com', 4, 7);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (134, 'Bettye', 'Sanders', 'bsanders3p@indiegogo.com', 2, 7);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (135, 'Danielle', 'Tyres', 'dtyres3q@reddit.com', 1, 6);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (136, 'Newton', 'Toulamain', 'ntoulamain3r@constantcontact.com', 5, 2);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (137, 'Patric', 'Tingcomb', 'ptingcomb3s@ezinearticles.com', 6, 11);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (138, 'Vinny', 'Lockyer', 'vlockyer3t@liveinternet.ru', 6, 14);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (139, 'Selestina', 'Mattiazzi', 'smattiazzi3u@symantec.com', 4, 12);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (140, 'Rahal', 'Cuschieri', 'rcuschieri3v@123-reg.co.uk', 3, 10);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (141, 'Berri', 'Varnals', 'bvarnals3w@dmoz.org', 4, 8);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (142, 'Alessandra', 'Ortsmann', 'aortsmann3x@shop-pro.jp', 7, 3);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (143, 'Nicolis', 'Brunotti', 'nbrunotti3y@amazon.com', 5, 7);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (144, 'Mylo', 'Blackly', 'mblackly3z@buzzfeed.com', 2, 12);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (145, 'Tamarra', 'Sappell', 'tsappell40@dailymail.co.uk', 1, 11);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (146, 'Chadwick', 'Jimson', 'cjimson41@statcounter.com', 3, 1);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (147, 'Jaine', 'Rivalland', 'jrivalland42@hatena.ne.jp', 3, 13);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (148, 'Finn', 'Chetwin', 'fchetwin43@independent.co.uk', 6, 6);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (149, 'Deana', 'Nannetti', 'dnannetti44@last.fm', 5, 2);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (150, 'Constantine', 'Caulwell', 'ccaulwell45@csmonitor.com', 7, 14);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (151, 'Christopher', 'Fulham', 'cfulham46@guardian.co.uk', 5, 2);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (152, 'Jeanelle', 'Mabbett', 'jmabbett47@woothemes.com', 3, 6);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (153, 'Salem', 'Brissard', 'sbrissard48@imdb.com', 4, 7);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (154, 'Osbourn', 'Ronchi', 'oronchi49@delicious.com', 1, 4);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (155, 'Ximenes', 'Easen', 'xeasen4a@printfriendly.com', 4, 4);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (156, 'Nicoline', 'Headings', 'nheadings4b@wordpress.org', 7, 11);
insert into zamestnanec (ID_zamestnanec, meno, priezvisko, email, id_zamestnanie, id_restauracia) values (157, 'Clementina', 'Kubach', 'ckubach4c@salon.com', 3, 14);
